key,group,A_l2_delta,A_l2_ratio,A_mad,A_cos,numel,B_l2_delta,B_l2_ratio,B_mad,B_cos,B_over_A_ratio
transformer_blocks.19.attn.norm_q.weight,transformer_blocks.19.attn,2.7436251640319824,0.23665298521518707,0.32088905572891235,0.9970792531967163,64,2.0494256019592285,0.17677439749240875,0.23917795717716217,0.9980534315109253,0.7469772558792018
transformer_blocks.19.attn.to_add_out.bias,transformer_blocks.19.attn,1.164008378982544,2.0006277561187744,0.01974196545779705,0.2887552082538605,1536,0.335053414106369,0.5758697390556335,0.00658562732860446,0.8631677627563477,0.28784452144787553
transformer_blocks.19.attn.to_add_out.weight,transformer_blocks.19.attn,42.62685012817383,0.5281410217285156,0.021886702626943588,0.8553335070610046,2359296,35.15488815307617,0.43556439876556396,0.018012043088674545,0.901364803314209,0.8247123038070612
transformer_blocks.19.attn.to_k.bias,transformer_blocks.19.attn,0.954147219657898,0.46718403697013855,0.015418291091918945,0.8893548846244812,1536,1.912599802017212,0.9364761114120483,0.03345562145113945,0.5477968454360962,2.0045122206731167
transformer_blocks.19.attn.to_k.weight,transformer_blocks.19.attn,41.64631652832031,0.6899605989456177,0.021300533786416054,0.7893239259719849,2359296,41.259944915771484,0.6835595369338989,0.021065646782517433,0.792127251625061,0.9907225687633592
transformer_blocks.19.attn.to_k_control.bias,transformer_blocks.19.attn,0.0,0.0,0.0,0.0,1536,0.0,0.0,0.0,0.0,0.0
transformer_blocks.19.attn.to_k_control.weight,transformer_blocks.19.attn,0.0,0.0,0.0,0.0,2359296,0.0,0.0,0.0,0.0,0.0
transformer_blocks.19.attn.to_out.0.bias,transformer_blocks.19.attn,0.8455421924591064,0.7819411158561707,0.015143640339374542,0.7803349494934082,1536,0.7653820514678955,0.7078105211257935,0.012814190238714218,0.9240314960479736,0.9051967044217715
transformer_blocks.19.attn.to_out.0.weight,transformer_blocks.19.attn,40.468994140625,0.5468254685401917,0.020695408806204796,0.8499959707260132,2359296,37.27213668823242,0.5036288499832153,0.019124813377857208,0.8732153177261353,0.9210047427505247
transformer_blocks.19.attn.to_out_control.bias,transformer_blocks.19.attn,0.8055480718612671,1.2972694635391235,0.015613963827490807,0.6745707392692566,1536,0.5911017060279846,0.9519211053848267,0.011108662001788616,0.6590423583984375,0.733788262299126
transformer_blocks.19.attn.to_out_control.weight,transformer_blocks.19.attn,40.41421127319336,0.9361193776130676,0.020715883001685143,0.6645455360412598,2359296,38.797237396240234,0.8986652493476868,0.01997648924589157,0.6924185156822205,0.9599900085800575
transformer_blocks.19.attn.to_q.bias,transformer_blocks.19.attn,0.4369022846221924,0.23609870672225952,0.008442414924502373,0.9829052090644836,1536,0.8726041316986084,0.4715487062931061,0.01719796285033226,0.9160680174827576,1.9972523900600043
transformer_blocks.19.attn.to_q.weight,transformer_blocks.19.attn,41.83879089355469,0.6710383892059326,0.02152797020971775,0.7938606142997742,2359296,40.7432975769043,0.653468132019043,0.020993942394852638,0.8017542362213135,0.9738163159209787
transformer_blocks.19.attn.to_q_control.bias,transformer_blocks.19.attn,0.8632925748825073,2.945596933364868,0.015756867825984955,0.6796555519104004,1536,1.0143928527832031,3.461158514022827,0.01940039172768593,0.6346012949943542,1.1750278779886691
transformer_blocks.19.attn.to_q_control.weight,transformer_blocks.19.attn,40.732452392578125,1.2675316333770752,0.020960459485650063,0.5879899263381958,2359296,38.35013198852539,1.1933975219726562,0.01978437602519989,0.6036350727081299,0.941513008864445
transformer_blocks.19.attn.to_v.bias,transformer_blocks.19.attn,0.24814622104167938,0.6602932214736938,0.0048594046384096146,0.7755978107452393,1536,0.33585861325263977,0.8936874866485596,0.006813998334109783,0.6300153732299805,1.3534706363524447
transformer_blocks.19.attn.to_v.weight,transformer_blocks.19.attn,38.81305694580078,0.4620552062988281,0.01967078074812889,0.8896564841270447,2359296,37.562713623046875,0.44717031717300415,0.01910819299519062,0.898155152797699,0.9677854747141078
transformer_blocks.19.attn.to_v_control.bias,transformer_blocks.19.attn,0.3586546778678894,0.7308468818664551,0.007188229821622372,0.7940853238105774,1536,0.32999852299690247,0.6724529266357422,0.006671289913356304,0.7932526469230652,0.9201009723370441
transformer_blocks.19.attn.to_v_control.weight,transformer_blocks.19.attn,33.54867172241211,1.113858699798584,0.01725827343761921,0.5652428269386292,2359296,30.080068588256836,0.9986966848373413,0.01542598381638527,0.6043114066123962,0.8966098527730997
transformer_blocks.19.ff.control_conv.bias,transformer_blocks.19.ff,0.0007778784492984414,0.00021093696705065668,5.792979209218174e-06,1.0,6144,2.310655117034912,0.6265793442726135,0.022979382425546646,0.7794075608253479,2970.4577157008343
transformer_blocks.19.ff.control_conv.weight,transformer_blocks.19.ff,0.002654218813404441,0.0002006956492550671,6.111053153290413e-06,0.9999999403953552,55296,7.866383075714111,0.5948073267936707,0.025535056367516518,0.8400861620903015,2963.7280431226145
transformer_blocks.19.ff.net.0.proj.bias,transformer_blocks.19.ff,0.0,0.0,0.0,1.0000001192092896,6144,1.142490029335022,0.5313079357147217,0.010741370730102062,0.8970805406570435,531307935714.7217
transformer_blocks.19.ff.net.0.proj.weight,transformer_blocks.19.ff,0.0,0.0,0.0,1.0,9437184,80.43309783935547,0.5987677574157715,0.020703637972474098,0.8277735114097595,598767757415.7715
transformer_blocks.19.ff.net.2.bias,transformer_blocks.19.ff,0.0,0.0,0.0,0.9999998807907104,1536,0.5810303688049316,0.5316276550292969,0.009509287774562836,0.9244439005851746,531627655029.2969
transformer_blocks.19.ff.net.2.weight,transformer_blocks.19.ff,0.0,0.0,0.0,1.0,9437184,78.6966781616211,0.623109757900238,0.020266827195882797,0.8220619559288025,623109757900.238
transformer_blocks.19.ff_context.net.0.proj.bias,transformer_blocks.19.ff_context,0.0,0.0,0.0,1.0,6144,0.6031191349029541,0.34210294485092163,0.0060636866837739944,0.9396966099739075,342102944850.92163
transformer_blocks.19.ff_context.net.0.proj.weight,transformer_blocks.19.ff_context,0.0,0.0,0.0,1.0,9437184,69.63639831542969,0.7309924960136414,0.017965752631425858,0.7743460536003113,730992496013.6414
transformer_blocks.19.ff_context.net.2.bias,transformer_blocks.19.ff_context,0.0,0.0,0.0,1.0,1536,0.37484508752822876,0.9974267482757568,0.00743493577465415,0.6873660683631897,997426748275.7568
transformer_blocks.19.ff_context.net.2.weight,transformer_blocks.19.ff_context,0.0,0.0,0.0,0.9999998807907104,9437184,57.04542541503906,0.6633079648017883,0.014047162607312202,0.8082911968231201,663307964801.7883
transformer_blocks.19.norm1.linear.bias,transformer_blocks.19.norm1,0.0,0.0,0.0,1.0000001192092896,9216,1.712760090827942,0.13771113753318787,0.011815262027084827,0.9939054846763611,137711137533.18787
transformer_blocks.19.norm1.linear.weight,transformer_blocks.19.norm1,0.0,0.0,0.0,1.0,14155776,28.593891143798828,0.4882930517196655,0.0034497412852942944,0.8793070912361145,488293051719.6655
transformer_blocks.19.norm1_context.linear.bias,transformer_blocks.19.norm1_context,0.0,0.0,0.0,1.0,9216,3.450361490249634,0.16234368085861206,0.02425755374133587,0.9954273700714111,162343680858.61206
transformer_blocks.19.norm1_context.linear.weight,transformer_blocks.19.norm1_context,0.0,0.0,0.0,0.9999998807907104,14155776,18.218473434448242,0.2543635964393616,0.001500044483691454,0.9719570279121399,254363596439.36157
transformer_blocks.2.attn.add_k_proj.bias,transformer_blocks.2.attn,0.0,0.0,0.0,1.0000001192092896,1536,1.124058485031128,0.48160654306411743,0.022325895726680756,0.8845597505569458,481606543064.11743
transformer_blocks.2.attn.add_k_proj.weight,transformer_blocks.2.attn,0.0,0.0,0.0,0.9999998807907104,2359296,29.76026153564453,0.4213203191757202,0.015168445184826851,0.9069491624832153,421320319175.7202
transformer_blocks.2.attn.add_q_proj.bias,transformer_blocks.2.attn,0.0,0.0,0.0,1.0,1536,0.8854766488075256,0.35279855132102966,0.017972514033317566,0.9399755001068115,352798551321.02966
transformer_blocks.2.attn.add_q_proj.weight,transformer_blocks.2.attn,0.0,0.0,0.0,1.0000001192092896,2359296,31.41021728515625,0.4603576958179474,0.016149267554283142,0.8888940811157227,460357695817.9474
transformer_blocks.2.attn.add_v_proj.bias,transformer_blocks.2.attn,0.0,0.0,0.0,0.9999998807907104,1536,0.5417119264602661,0.41269004344940186,0.010673519223928452,0.9117090702056885,412690043449.40186
transformer_blocks.2.attn.add_v_proj.weight,transformer_blocks.2.attn,0.0,0.0,0.0,1.0,2359296,28.242238998413086,0.4206685423851013,0.014489693567156792,0.9072681069374084,420668542385.1013
transformer_blocks.2.attn.norm_added_k.weight,transformer_blocks.2.attn,0.0,0.0,0.0,1.0,64,0.9984411597251892,0.12197267264127731,0.12221316248178482,0.9996030330657959,121972672641.27731
transformer_blocks.2.attn.norm_added_q.weight,transformer_blocks.2.attn,0.0,0.0,0.0,1.0000001192092896,64,1.1043055057525635,0.13590063154697418,0.13112416863441467,0.998788058757782,135900631546.97418
transformer_blocks.2.attn.norm_k.weight,transformer_blocks.2.attn,0.0,0.0,0.0,1.0,64,1.0156205892562866,0.10290515422821045,0.1130489856004715,0.9965475797653198,102905154228.21045
transformer_blocks.2.attn.norm_q.weight,transformer_blocks.2.attn,0.0,0.0,0.0,0.9999999403953552,64,0.7491863369941711,0.07319728285074234,0.07644912600517273,0.9975395798683167,73197282850.74234
transformer_blocks.2.attn.to_add_out.bias,transformer_blocks.2.attn,0.0,0.0,0.0,1.0,1536,0.4416345953941345,0.28419098258018494,0.008826362900435925,0.9589739441871643,284190982580.18494
transformer_blocks.2.attn.to_add_out.weight,transformer_blocks.2.attn,0.0,0.0,0.0,1.0,2359296,31.462831497192383,0.42197185754776,0.016231128945946693,0.9066776633262634,421971857547.76
transformer_blocks.2.attn.to_k.bias,transformer_blocks.2.attn,0.0,0.0,0.0,1.0000001192092896,1536,1.2628211975097656,0.5364872813224792,0.024985477328300476,0.8633882403373718,536487281322.47925
transformer_blocks.2.attn.to_k.weight,transformer_blocks.2.attn,0.0,0.0,0.0,1.0,2359296,33.537269592285156,0.47071993350982666,0.017012275755405426,0.8854519724845886,470719933509.82666
transformer_blocks.2.attn.to_k_control.bias,transformer_blocks.2.attn,0.0,0.0,0.0,0.0,1536,0.0,0.0,0.0,0.0,0.0
transformer_blocks.2.attn.to_k_control.weight,transformer_blocks.2.attn,0.0,0.0,0.0,0.0,2359296,0.0,0.0,0.0,0.0,0.0
transformer_blocks.2.attn.to_out.0.bias,transformer_blocks.2.attn,0.0,0.0,0.0,1.0,1536,0.6562685966491699,0.7268916964530945,0.011592160910367966,0.8056628108024597,726891696453.0945
transformer_blocks.2.attn.to_out.0.weight,transformer_blocks.2.attn,0.0,0.0,0.0,0.9999998807907104,2359296,31.637022018432617,0.5060837268829346,0.016251372173428535,0.868841826915741,506083726882.9346
transformer_blocks.2.attn.to_out_control.bias,transformer_blocks.2.attn,0.0001910663559101522,0.00022806957713328302,2.980331146318349e-06,1.0,1536,0.6582612991333008,0.7857447266578674,0.012405621819198132,0.6954471468925476,3445.1974396983414
transformer_blocks.2.attn.to_out_control.weight,transformer_blocks.2.attn,0.008630120195448399,0.00020742748165503144,3.690374569487176e-06,0.9999999403953552,2359296,32.24003601074219,0.7748987674713135,0.016493916511535645,0.7418023943901062,3735.757468358387
transformer_blocks.2.attn.to_q.bias,transformer_blocks.2.attn,0.0,0.0,0.0,1.0,1536,1.128156304359436,0.39225757122039795,0.021874532103538513,0.9382266998291016,392257571220.39795
transformer_blocks.2.attn.to_q.weight,transformer_blocks.2.attn,0.0,0.0,0.0,1.0000001192092896,2359296,32.816070556640625,0.4412890374660492,0.016682012006640434,0.8982105255126953,441289037466.0492
transformer_blocks.2.attn.to_q_control.bias,transformer_blocks.2.attn,0.00010028175893239677,0.00021139135060366243,1.6408248484367505e-06,1.0000001192092896,1536,0.9835371375083923,2.073270797729492,0.018903154879808426,0.7906448245048523,9807.737081016761
transformer_blocks.2.attn.to_q_control.weight,transformer_blocks.2.attn,0.006456366740167141,0.00020720298925880343,2.8109154754929477e-06,1.0000001192092896,2359296,30.350889205932617,0.97404545545578,0.015608916990458965,0.7278213500976562,4700.923737824271
transformer_blocks.2.attn.to_v.bias,transformer_blocks.2.attn,0.0,0.0,0.0,0.9999998807907104,1536,0.44356805086135864,0.699938178062439,0.008393273688852787,0.7142277359962463,699938178062.439
transformer_blocks.2.attn.to_v.weight,transformer_blocks.2.attn,0.0,0.0,0.0,1.0000001192092896,2359296,28.89223289489746,0.45944762229919434,0.01456211693584919,0.8882402777671814,459447622299.19434
transformer_blocks.2.attn.to_v_control.bias,transformer_blocks.2.attn,9.966729703592137e-05,0.0002168584178434685,1.6462539633721462e-06,0.9999998807907104,1536,0.46466749906539917,1.011034369468689,0.008790399879217148,0.701055645942688,4662.186392673406
transformer_blocks.2.attn.to_v_control.weight,transformer_blocks.2.attn,0.0049599590711295605,0.0002074395160889253,2.171367668779567e-06,1.0,2359296,24.203447341918945,1.0122566223144531,0.01248293649405241,0.6104045510292053,4879.767541497497
transformer_blocks.2.attn2.add_k_proj.bias,transformer_blocks.2.attn2,0.0,0.0,0.0,0.9999998807907104,1536,0.0,0.0,0.0,0.9999998807907104,0.0
transformer_blocks.2.attn2.add_k_proj.weight,transformer_blocks.2.attn2,0.0,0.0,0.0,1.0,2359296,0.0,0.0,0.0,1.0,0.0
transformer_blocks.2.attn2.add_q_proj.bias,transformer_blocks.2.attn2,0.0,0.0,0.0,1.0000001192092896,1536,0.0,0.0,0.0,1.0000001192092896,0.0
transformer_blocks.2.attn2.add_q_proj.weight,transformer_blocks.2.attn2,0.0,0.0,0.0,1.0,2359296,0.0,0.0,0.0,1.0,0.0
transformer_blocks.2.attn2.add_v_proj.bias,transformer_blocks.2.attn2,0.0,0.0,0.0,1.0000001192092896,1536,0.0,0.0,0.0,1.0000001192092896,0.0
transformer_blocks.2.attn2.add_v_proj.weight,transformer_blocks.2.attn2,0.0,0.0,0.0,0.9999998807907104,2359296,0.0,0.0,0.0,0.9999998807907104,0.0
transformer_blocks.2.attn2.norm_added_k.weight,transformer_blocks.2.attn2,0.0,0.0,0.0,1.0,64,0.0,0.0,0.0,1.0,0.0
transformer_blocks.2.attn2.norm_added_q.weight,transformer_blocks.2.attn2,0.0,0.0,0.0,1.0,64,0.0,0.0,0.0,1.0,0.0
transformer_blocks.2.attn2.norm_k.weight,transformer_blocks.2.attn2,0.0,0.0,0.0,0.9999999403953552,64,0.931444525718689,0.0980675145983696,0.10451407730579376,0.9987550973892212,98067514598.3696
transformer_blocks.2.attn2.norm_q.weight,transformer_blocks.2.attn2,0.0,0.0,0.0,0.9999999403953552,64,0.620824933052063,0.06374470144510269,0.06872869282960892,0.9994834661483765,63744701445.10269
transformer_blocks.2.attn2.to_add_out.bias,transformer_blocks.2.attn2,0.0,0.0,0.0,1.0,1536,0.0,0.0,0.0,1.0,0.0
transformer_blocks.2.attn2.to_add_out.weight,transformer_blocks.2.attn2,0.0,0.0,0.0,1.0,2359296,0.0,0.0,0.0,1.0,0.0
transformer_blocks.2.attn2.to_k.bias,transformer_blocks.2.attn2,0.0,0.0,0.0,0.9999997615814209,1536,1.551374912261963,0.6652455925941467,0.027354268357157707,0.7888473272323608,665245592594.1467
transformer_blocks.2.attn2.to_k.weight,transformer_blocks.2.attn2,0.0,0.0,0.0,0.9999998807907104,2359296,21.656457901000977,0.3043477535247803,0.010564838536083698,0.9576225280761719,304347753524.7803
transformer_blocks.2.attn2.to_k_control.bias,transformer_blocks.2.attn2,0.0,0.0,0.0,0.0,1536,0.0,0.0,0.0,0.0,0.0
transformer_blocks.2.attn2.to_k_control.weight,transformer_blocks.2.attn2,0.0,0.0,0.0,0.0,2359296,0.0,0.0,0.0,0.0,0.0
transformer_blocks.2.attn2.to_out.0.bias,transformer_blocks.2.attn2,0.0,0.0,0.0,0.9999999403953552,1536,0.4262634515762329,1.432092308998108,0.006739362608641386,0.5290092825889587,1432092308998.108
transformer_blocks.2.attn2.to_out.0.weight,transformer_blocks.2.attn2,0.0,0.0,0.0,1.0,2359296,16.185781478881836,0.7732201218605042,0.00786444079130888,0.7306473255157471,773220121860.5042
transformer_blocks.2.attn2.to_out_control.bias,transformer_blocks.2.attn2,0.00020883687830064446,0.00022098673798609525,3.34194351125916e-06,0.9999999403953552,1536,0.5329920053482056,0.5640007853507996,0.010587058961391449,0.8266984224319458,2552.1928960012715
transformer_blocks.2.attn2.to_out_control.weight,transformer_blocks.2.attn2,0.007537537254393101,0.00020728481467813253,3.273051561336615e-06,1.0000001192092896,2359296,20.118896484375,0.5532764196395874,0.01011649239808321,0.8345961570739746,2669.160390883157
transformer_blocks.2.attn2.to_q.bias,transformer_blocks.2.attn2,0.0,0.0,0.0,1.0,1536,1.5396407842636108,0.5349595546722412,0.030969832092523575,0.8515345454216003,534959554672.2412
transformer_blocks.2.attn2.to_q.weight,transformer_blocks.2.attn2,0.0,0.0,0.0,0.9999999403953552,2359296,22.728572845458984,0.30594438314437866,0.011072958819568157,0.9591477513313293,305944383144.37866
transformer_blocks.2.attn2.to_q_control.bias,transformer_blocks.2.attn2,4.9163561925524846e-05,0.00020469812443479896,8.133932851706049e-07,1.0000001192092896,1536,0.9306268692016602,3.8747715950012207,0.017797298729419708,0.4589957594871521,18929.199213577675
transformer_blocks.2.attn2.to_q_control.weight,transformer_blocks.2.attn2,0.005791980307549238,0.00020759020117111504,2.4621549528092146e-06,1.0,2359296,21.085336685180664,0.7557189464569092,0.010646875016391277,0.7835900187492371,3640.4364876237064
transformer_blocks.2.attn2.to_v.bias,transformer_blocks.2.attn2,0.0,0.0,0.0,1.0000001192092896,1536,0.45446163415908813,0.7087793350219727,0.008732307702302933,0.7062666416168213,708779335021.9727
transformer_blocks.2.attn2.to_v.weight,transformer_blocks.2.attn2,0.0,0.0,0.0,1.0000001192092896,2359296,21.433942794799805,0.3409678339958191,0.010719292797148228,0.9550907611846924,340967833995.8191
transformer_blocks.2.attn2.to_v_control.bias,transformer_blocks.2.attn2,5.9400073951110244e-05,0.00020451883028727025,1.0008483286583214e-06,1.0,1536,0.5630715489387512,1.9386967420578003,0.01141485758125782,0.42249611020088196,9479.306770214609
transformer_blocks.2.attn2.to_v_control.weight,transformer_blocks.2.attn2,0.006269094999879599,0.0002070743648800999,2.689957227630657e-06,0.9999999403953552,2359296,20.368915557861328,0.6728053092956543,0.010461119003593922,0.7526136040687561,3249.099937774151
transformer_blocks.2.ff.control_conv.bias,transformer_blocks.2.ff,0.0004975749179720879,0.0002073534851660952,4.157816420047311e-06,1.0,6144,3.4541070461273193,1.439423680305481,0.03693011775612831,0.2373543530702591,6941.8831914524335
transformer_blocks.2.ff.control_conv.weight,transformer_blocks.2.ff,0.0029801547061651945,0.00020613639208022505,6.659044629486743e-06,0.9999999403953552,55296,9.312722206115723,0.6441581845283508,0.03098381869494915,0.854735255241394,3124.912466464156
transformer_blocks.2.ff.net.0.proj.bias,transformer_blocks.2.ff,0.0,0.0,0.0,1.0,6144,0.835828959941864,0.2846847176551819,0.008100461214780807,0.9586212038993835,284684717655.1819
transformer_blocks.2.ff.net.0.proj.weight,transformer_blocks.2.ff,0.0,0.0,0.0,0.9999998807907104,9437184,71.37225341796875,0.5056742429733276,0.018318023532629013,0.8714176416397095,505674242973.32764
transformer_blocks.2.ff.net.2.bias,transformer_blocks.2.ff,0.0,0.0,0.0,1.0,1536,0.5147214531898499,0.6345478296279907,0.008332427591085434,0.8861488699913025,634547829627.9907
transformer_blocks.2.ff.net.2.weight,transformer_blocks.2.ff,0.0,0.0,0.0,0.9999998807907104,9437184,71.27169036865234,0.5331199169158936,0.01837499812245369,0.857183039188385,533119916915.89355
transformer_blocks.2.ff_context.net.0.proj.bias,transformer_blocks.2.ff_context,0.0,0.0,0.0,1.0,6144,0.9263590574264526,0.43550974130630493,0.009548220783472061,0.9045424461364746,435509741306.30493
transformer_blocks.2.ff_context.net.0.proj.weight,transformer_blocks.2.ff_context,0.0,0.0,0.0,0.9999999403953552,9437184,62.910125732421875,0.3934086561203003,0.016001224517822266,0.9194058775901794,393408656120.3003
transformer_blocks.2.ff_context.net.2.bias,transformer_blocks.2.ff_context,0.0,0.0,0.0,1.0000001192092896,1536,0.45169761776924133,0.2434796392917633,0.008863257244229317,0.97054523229599,243479639291.7633
transformer_blocks.2.ff_context.net.2.weight,transformer_blocks.2.ff_context,0.0,0.0,0.0,1.0,9437184,56.850929260253906,0.3693667948246002,0.014337589032948017,0.9295088648796082,369366794824.6002
transformer_blocks.2.norm1.linear.bias,transformer_blocks.2.norm1,0.0,0.0,0.0,1.000000238418579,13824,2.2002291679382324,0.5478332042694092,0.011451935395598412,0.8790821433067322,547833204269.4092
transformer_blocks.2.norm1.linear.weight,transformer_blocks.2.norm1,0.0,0.0,0.0,0.9999999403953552,21233664,31.08266258239746,0.5215892195701599,0.0031699277460575104,0.8606162071228027,521589219570.1599
transformer_blocks.2.norm1_context.linear.bias,transformer_blocks.2.norm1_context,0.0,0.0,0.0,1.0,9216,1.4672424793243408,0.47197961807250977,0.010486585088074207,0.8905045390129089,471979618072.50977
transformer_blocks.2.norm1_context.linear.weight,transformer_blocks.2.norm1_context,0.0,0.0,0.0,0.9999999403953552,14155776,21.240541458129883,0.2768946588039398,0.003236552467569709,0.9671266674995422,276894658803.9398
transformer_blocks.20.attn.add_k_proj.bias,transformer_blocks.20.attn,0.9969359636306763,0.32295554876327515,0.01975303515791893,0.9642526507377625,1536,1.098878264427185,0.3559795618057251,0.021853439509868622,0.934494137763977,1.1022555988519465
transformer_blocks.20.attn.add_k_proj.weight,transformer_blocks.20.attn,45.434078216552734,0.7359663844108582,0.02349875681102276,0.7555646896362305,2359296,40.30123519897461,0.6528217792510986,0.020874764770269394,0.8006225824356079,0.8870266265935449
transformer_blocks.20.attn.add_q_proj.bias,transformer_blocks.20.attn,0.4631810486316681,0.31393903493881226,0.009360941126942635,0.9506444334983826,1536,0.8209497332572937,0.5564307570457458,0.016429536044597626,0.8836097717285156,1.772416600415503
transformer_blocks.20.attn.add_q_proj.weight,transformer_blocks.20.attn,44.131343841552734,0.7416738867759705,0.02282777614891529,0.7523718476295471,2359296,37.81621170043945,0.6355413794517517,0.019588852301239967,0.8069717288017273,0.8569013831854998
transformer_blocks.20.attn.add_v_proj.bias,transformer_blocks.20.attn,0.2628454864025116,0.41763606667518616,0.005142375826835632,0.9113299250602722,1536,0.4503517150878906,0.7155653238296509,0.008574480190873146,0.8634381294250488,1.7133705178400314
transformer_blocks.20.attn.add_v_proj.weight,transformer_blocks.20.attn,43.402767181396484,0.6427227258682251,0.022348208352923393,0.7978193759918213,2359296,38.548797607421875,0.570843517780304,0.019866453483700752,0.8384605646133423,0.8881645145008512
transformer_blocks.20.attn.norm_added_k.weight,transformer_blocks.20.attn,0.5337709188461304,0.04892969876527786,0.05999232083559036,0.9996905326843262,64,0.3115506172180176,0.028559213504195213,0.032813314348459244,0.9998173713684082,0.5836785065980847
transformer_blocks.20.attn.norm_added_q.weight,transformer_blocks.20.attn,0.48723092675209045,0.052751246839761734,0.053436242043972015,0.999613344669342,64,0.3622140884399414,0.039215993136167526,0.0402635782957077,0.9997897148132324,0.743413577588932
transformer_blocks.20.attn.norm_k.weight,transformer_blocks.20.attn,0.5504666566848755,0.04635791480541229,0.04888586699962616,0.9992212653160095,64,0.3773355185985565,0.03177756071090698,0.04095645248889923,0.9998077154159546,0.6854829610781257
transformer_blocks.20.attn.norm_q.weight,transformer_blocks.20.attn,3.1725499629974365,0.2614407241344452,0.38705626130104065,0.9990473985671997,64,3.1960089206695557,0.2633739113807678,0.39574170112609863,0.9996174573898315,1.0073943615774301
transformer_blocks.20.attn.to_add_out.bias,transformer_blocks.20.attn,1.0775251388549805,3.3027150630950928,0.018495967611670494,0.25115901231765747,1536,0.28558287024497986,0.8753381371498108,0.005431109108030796,0.7732343077659607,0.265035923604392
transformer_blocks.20.attn.to_add_out.weight,transformer_blocks.20.attn,39.05467987060547,0.6517782807350159,0.019934717565774918,0.8033239245414734,2359296,30.440767288208008,0.5080218315124512,0.0154463155195117,0.8727081418037415,0.77943964462696
transformer_blocks.20.attn.to_k.bias,transformer_blocks.20.attn,0.8915938138961792,0.4066259264945984,0.01686169020831585,0.9233108162879944,1536,1.5705715417861938,0.7162848114967346,0.02937789261341095,0.7310218214988708,1.7615325654953982
transformer_blocks.20.attn.to_k.weight,transformer_blocks.20.attn,45.02683639526367,0.6939928531646729,0.022949712350964546,0.7770494818687439,2359296,43.77519226074219,0.6747013926506042,0.022353239357471466,0.7841530442237854,0.9722022202000066
transformer_blocks.20.attn.to_k_control.bias,transformer_blocks.20.attn,0.0,0.0,0.0,0.0,1536,0.0,0.0,0.0,0.0,0.0
transformer_blocks.20.attn.to_k_control.weight,transformer_blocks.20.attn,0.0,0.0,0.0,0.0,2359296,0.0,0.0,0.0,0.0,0.0
transformer_blocks.20.attn.to_out.0.bias,transformer_blocks.20.attn,0.7907388806343079,0.6130715012550354,0.013896527700126171,0.8981594443321228,1536,0.7545557618141174,0.5850182175636292,0.012240464799106121,0.9289846420288086,0.9542414161563018
transformer_blocks.20.attn.to_out.0.weight,transformer_blocks.20.attn,37.80801010131836,0.5254745483398438,0.019345935434103012,0.8622989654541016,2359296,33.85329818725586,0.47051000595092773,0.01729576103389263,0.8915131688117981,0.8954001814864994
transformer_blocks.20.attn.to_out_control.bias,transformer_blocks.20.attn,0.8153010010719299,1.3928298950195312,0.015607486478984356,0.6329471468925476,1536,0.6804402470588684,1.1624387502670288,0.008165891282260418,0.6305944919586182,0.8345877371119275
transformer_blocks.20.attn.to_out_control.weight,transformer_blocks.20.attn,39.639373779296875,0.9004851579666138,0.020378215238451958,0.6802550554275513,2359296,38.47518539428711,0.8740383386611938,0.019335368648171425,0.7133480906486511,0.970630477279481
transformer_blocks.20.attn.to_q.bias,transformer_blocks.20.attn,0.505051851272583,0.2721709907054901,0.009887859225273132,0.9805759191513062,1536,1.1274949312210083,0.6076037883758545,0.022980596870183945,0.8846816420555115,2.2324340547780714
transformer_blocks.20.attn.to_q.weight,transformer_blocks.20.attn,42.286590576171875,0.6415165066719055,0.02160228043794632,0.8077172040939331,2359296,40.57660675048828,0.6155748963356018,0.020818213000893593,0.8196111917495728,0.9595620532481003
transformer_blocks.20.attn.to_q_control.bias,transformer_blocks.20.attn,0.8425792455673218,3.4093191623687744,0.015573358163237572,0.6516495943069458,1536,1.1212682723999023,4.536975383758545,0.02173038385808468,0.6257739663124084,1.3307570126713952
transformer_blocks.20.attn.to_q_control.weight,transformer_blocks.20.attn,39.90948486328125,1.2282310724258423,0.020572448149323463,0.6161357164382935,2359296,37.427677154541016,1.1518524885177612,0.01930849999189377,0.635643720626831,0.9378141575931914
transformer_blocks.20.attn.to_v.bias,transformer_blocks.20.attn,0.33045336604118347,0.7932904362678528,0.006370730232447386,0.7089128494262695,1536,0.36793753504753113,0.8832753896713257,0.007022845558822155,0.6337646842002869,1.1134325453685114
transformer_blocks.20.attn.to_v.weight,transformer_blocks.20.attn,39.85581970214844,0.513007640838623,0.020332707092165947,0.8649508953094482,2359296,37.78411102294922,0.4863414764404297,0.019332367926836014,0.8823106288909912,0.9480199469240854
transformer_blocks.20.attn.to_v_control.bias,transformer_blocks.20.attn,0.28179797530174255,0.5324879884719849,0.005342890974134207,0.890396773815155,1536,0.36298394203186035,0.685897707939148,0.006906605325639248,0.8292434811592102,1.2880998685174025
transformer_blocks.20.attn.to_v_control.weight,transformer_blocks.20.attn,31.293691635131836,1.0375378131866455,0.01605580560863018,0.5885148644447327,2359296,28.597755432128906,0.9481544494628906,0.014558060094714165,0.6320315003395081,0.9138505001083855
