key,group,numel,B_l2_delta,B_l2_ratio,B_mad,B_cos
transformer_blocks.12.ff.net.2.weight,transformer_blocks.12.ff,9437184,78.51473999023438,0.5576329827308655,0.0203011725097894,0.8491315841674805
transformer_blocks.12.ff_context.net.0.proj.bias,transformer_blocks.12.ff_context,6144,0.907400369644165,0.28696209192276,0.0091733373701572,0.9790809750556946
transformer_blocks.12.ff_context.net.0.proj.weight,transformer_blocks.12.ff_context,9437184,74.51583862304688,0.5261280536651611,0.0192865636199712,0.8619999885559082
transformer_blocks.12.ff_context.net.2.bias,transformer_blocks.12.ff_context,1536,0.3785176277160644,0.3288358747959137,0.0072389072738587,0.951092004776001
transformer_blocks.12.ff_context.net.2.weight,transformer_blocks.12.ff_context,9437184,76.28160858154297,0.4887254238128662,0.0197683479636907,0.8790739178657532
transformer_blocks.12.norm1.linear.bias,transformer_blocks.12.norm1,13824,2.0114221572875977,0.276589035987854,0.0118874255567789,0.96840238571167
transformer_blocks.12.norm1.linear.weight,transformer_blocks.12.norm1,21233664,30.30179023742676,0.6283184885978699,0.0030829876195639,0.8068764209747314
transformer_blocks.12.norm1_context.linear.bias,transformer_blocks.12.norm1_context,9216,3.222445249557495,0.148489236831665,0.0216591954231262,0.9964796900749208
transformer_blocks.12.norm1_context.linear.weight,transformer_blocks.12.norm1_context,14155776,20.517946243286133,0.26845583319664,0.0021103750914335,0.9664711356163024
transformer_blocks.13.attn.add_k_proj.bias,transformer_blocks.13.attn,1536,0.8894596695899963,0.6949144005775452,0.0162323713302612,0.8804977536201477
transformer_blocks.13.attn.add_k_proj.weight,transformer_blocks.13.attn,2359296,40.8963623046875,0.6130465269088745,0.0211940184235572,0.8200569152832031
transformer_blocks.13.attn.add_q_proj.bias,transformer_blocks.13.attn,1536,0.9158214330673218,0.3430124223232269,0.0182745065540075,0.945676326751709
transformer_blocks.13.attn.add_q_proj.weight,transformer_blocks.13.attn,2359296,38.92530059814453,0.632010817527771,0.0201832670718431,0.8111184239387512
transformer_blocks.13.attn.add_v_proj.bias,transformer_blocks.13.attn,1536,0.4393344521522522,0.3502999246120453,0.0086854323744773,0.93742036819458
transformer_blocks.13.attn.add_v_proj.weight,transformer_blocks.13.attn,2359296,39.04219818115234,0.4831274449825287,0.0201755072921514,0.8799604773521423
transformer_blocks.13.attn.norm_added_k.weight,transformer_blocks.13.attn,64,0.2894342839717865,0.0300596393644809,0.0310157909989357,0.9997751712799072
transformer_blocks.13.attn.norm_added_q.weight,transformer_blocks.13.attn,64,0.7683790326118469,0.0776991248130798,0.0810718536376953,0.998866081237793
transformer_blocks.13.attn.norm_k.weight,transformer_blocks.13.attn,64,0.9610221982002258,0.0908369049429893,0.0999014675617218,0.9961293935775756
transformer_blocks.13.attn.norm_q.weight,transformer_blocks.13.attn,64,0.9128634929656982,0.0843807235360145,0.1003712862730026,0.9986231923103333
transformer_blocks.13.attn.to_add_out.bias,transformer_blocks.13.attn,1536,0.3524538278579712,0.2613908946514129,0.006145556923002,0.9667991995811462
transformer_blocks.13.attn.to_add_out.weight,transformer_blocks.13.attn,2359296,36.18791198730469,0.4294973611831665,0.0187045633792877,0.9047444462776184
transformer_blocks.13.attn.to_k.bias,transformer_blocks.13.attn,1536,1.04315447807312,0.8485797643661499,0.0197979733347892,0.7713545560836792
transformer_blocks.13.attn.to_k.weight,transformer_blocks.13.attn,2359296,41.95735549926758,0.6182018518447876,0.0217186827212572,0.8164042234420776
transformer_blocks.13.attn.to_k_control.bias,transformer_blocks.13.attn,1536,0.0,0.0,0.0,0.0
transformer_blocks.13.attn.to_k_control.weight,transformer_blocks.13.attn,2359296,0.0,0.0,0.0,0.0
transformer_blocks.13.attn.to_out.0.bias,transformer_blocks.13.attn,1536,0.5483992099761963,0.4736101031303406,0.0088956709951162,0.951747179031372
transformer_blocks.13.attn.to_out.0.weight,transformer_blocks.13.attn,2359296,36.07515335083008,0.4857865273952484,0.0186369530856609,0.881118893623352
transformer_blocks.13.attn.to_out_control.bias,transformer_blocks.13.attn,1536,0.6357574462890625,0.98228120803833,0.0090045779943466,0.6406563520431519
transformer_blocks.13.attn.to_out_control.weight,transformer_blocks.13.attn,2359296,38.021575927734375,0.9207864999771118,0.0195584315806627,0.6817461848258972
transformer_blocks.13.attn.to_q.bias,transformer_blocks.13.attn,1536,0.6371280550956726,0.2737917602062225,0.0125221973285079,0.9629031419754028
transformer_blocks.13.attn.to_q.weight,transformer_blocks.13.attn,2359296,40.51213073730469,0.5893486738204956,0.0209610853344202,0.8324902057647705
transformer_blocks.13.attn.to_q_control.bias,transformer_blocks.13.attn,1536,0.9351810812950134,7.54340934753418,0.0183974131941795,0.4850109219551086
transformer_blocks.13.attn.to_q_control.weight,transformer_blocks.13.attn,2359296,37.33690643310547,1.1263680458068848,0.0193436183035373,0.6218181252479553
transformer_blocks.13.attn.to_v.bias,transformer_blocks.13.attn,1536,0.4082329869270324,0.6470389366149902,0.0082342242822051,0.7858914136886597
transformer_blocks.13.attn.to_v.weight,transformer_blocks.13.attn,2359296,37.2136116027832,0.4638124108314514,0.0192003417760133,0.8895357251167297
transformer_blocks.13.attn.to_v_control.bias,transformer_blocks.13.attn,1536,0.4105214178562164,1.08426034450531,0.0082146227359771,0.6479518413543701
transformer_blocks.13.attn.to_v_control.weight,transformer_blocks.13.attn,2359296,29.526798248291016,0.996266782283783,0.015298306941986,0.5966429710388184
transformer_blocks.13.ff.control_conv.bias,transformer_blocks.13.ff,6144,1.9960048198699951,0.6299550533294678,0.0199668984860181,0.777287483215332
transformer_blocks.13.ff.control_conv.weight,transformer_blocks.13.ff,55296,7.395245552062988,0.6448259949684143,0.0244839414954185,0.8186647891998291
transformer_blocks.13.ff.net.0.proj.bias,transformer_blocks.13.ff,6144,0.9693711400032043,0.3096425533294678,0.0096459090709686,0.9517123699188232
transformer_blocks.13.ff.net.0.proj.weight,transformer_blocks.13.ff,9437184,79.94353485107422,0.5551629662513733,0.0206588115543127,0.8489255309104919
transformer_blocks.13.ff.net.2.bias,transformer_blocks.13.ff,1536,0.4149607717990875,0.4814907610416412,0.0060967355966567,0.9170658588409424
transformer_blocks.13.ff.net.2.weight,transformer_blocks.13.ff,9437184,78.06517791748047,0.5621225833892822,0.0201831106096506,0.8475888967514038
transformer_blocks.13.ff_context.net.0.proj.bias,transformer_blocks.13.ff_context,6144,0.8472049236297607,0.286247193813324,0.0084575843065977,0.9768110513687134
transformer_blocks.13.ff_context.net.0.proj.weight,transformer_blocks.13.ff_context,9437184,75.1847915649414,0.5414273738861084,0.0194494202733039,0.8549933433532715
transformer_blocks.13.ff_context.net.2.bias,transformer_blocks.13.ff_context,1536,0.3655847311019897,0.3205541372299194,0.0069727189838886,0.9604652523994446
transformer_blocks.13.ff_context.net.2.weight,transformer_blocks.13.ff_context,9437184,76.36417388916016,0.4930689930915832,0.0197773296386003,0.8774824142456055
transformer_blocks.13.norm1.linear.bias,transformer_blocks.13.norm1,9216,1.703589677810669,0.2518649697303772,0.012582741677761,0.9753395318984984
transformer_blocks.13.norm1.linear.weight,transformer_blocks.13.norm1,14155776,26.51836204528809,0.6031885743141174,0.0034729922190308,0.8185886144638062
transformer_blocks.13.norm1_context.linear.bias,transformer_blocks.13.norm1_context,9216,3.4031715393066406,0.142849713563919,0.0234256293624639,0.9965003132820128
transformer_blocks.13.norm1_context.linear.weight,transformer_blocks.13.norm1_context,14155776,20.79135513305664,0.2540820240974426,0.0020447170827537,0.9706379771232604
transformer_blocks.14.attn.add_k_proj.bias,transformer_blocks.14.attn,1536,0.9630124568939208,0.4910806715488434,0.0184888429939746,0.9138258099555968
transformer_blocks.14.attn.add_k_proj.weight,transformer_blocks.14.attn,2359296,41.79293823242188,0.5956037640571594,0.0216598715633153,0.8264150619506836
transformer_blocks.14.attn.add_q_proj.bias,transformer_blocks.14.attn,1536,0.8887842893600464,0.3691687881946563,0.0181073788553476,0.9350060820579528
transformer_blocks.14.attn.add_q_proj.weight,transformer_blocks.14.attn,2359296,38.992095947265625,0.6349258422851562,0.0202247444540262,0.8115787506103516
transformer_blocks.14.attn.add_v_proj.bias,transformer_blocks.14.attn,1536,0.4220844507217407,0.4097320735454559,0.0082465969026088,0.9129948019981384
transformer_blocks.14.attn.add_v_proj.weight,transformer_blocks.14.attn,2359296,39.78169250488281,0.5234512090682983,0.0205580759793519,0.8605984449386597
transformer_blocks.14.attn.norm_added_k.weight,transformer_blocks.14.attn,64,0.2406961470842361,0.0239895451813936,0.0232875403016805,0.9997191429138184
transformer_blocks.14.attn.norm_added_q.weight,transformer_blocks.14.attn,64,0.4541787505149841,0.0440215691924095,0.0445412248373031,0.9990735054016112
transformer_blocks.14.attn.norm_k.weight,transformer_blocks.14.attn,64,0.9557284116744996,0.0861167311668396,0.1001947671175003,0.997019350528717
transformer_blocks.14.attn.norm_q.weight,transformer_blocks.14.attn,64,0.9327379465103148,0.0818599686026573,0.1002533733844757,0.9982498288154602
transformer_blocks.14.attn.to_add_out.bias,transformer_blocks.14.attn,1536,0.3533857464790344,0.3085060715675354,0.0067388117313385,0.958362638950348
transformer_blocks.14.attn.to_add_out.weight,transformer_blocks.14.attn,2359296,35.39939498901367,0.4067419767379761,0.018297292292118,0.9140241742134094
transformer_blocks.14.attn.to_k.bias,transformer_blocks.14.attn,1536,1.4069887399673462,0.7962787747383118,0.0242898724973201,0.7436476945877075
transformer_blocks.14.attn.to_k.weight,transformer_blocks.14.attn,2359296,41.49877166748047,0.6107015609741211,0.0213759541511535,0.8217821717262268
transformer_blocks.14.attn.to_k_control.bias,transformer_blocks.14.attn,1536,0.0,0.0,0.0,0.0
transformer_blocks.14.attn.to_k_control.weight,transformer_blocks.14.attn,2359296,0.0,0.0,0.0,0.0
transformer_blocks.14.attn.to_out.0.bias,transformer_blocks.14.attn,1536,0.5218569040298462,0.5006372928619385,0.0087235476821661,0.9462875723838806
transformer_blocks.14.attn.to_out.0.weight,transformer_blocks.14.attn,2359296,35.23843765258789,0.489734798669815,0.0181440841406583,0.8792808055877686
transformer_blocks.14.attn.to_out_control.bias,transformer_blocks.14.attn,1536,0.6072943210601807,0.9768460988998412,0.0095635270699858,0.6446478962898254
transformer_blocks.14.attn.to_out_control.weight,transformer_blocks.14.attn,2359296,38.21406936645508,0.9334335327148438,0.0196845326572656,0.6784041523933411
transformer_blocks.14.attn.to_q.bias,transformer_blocks.14.attn,1536,0.7335536479949951,0.3038366734981537,0.0141251673921942,0.9528697729110718
transformer_blocks.14.attn.to_q.weight,transformer_blocks.14.attn,2359296,40.300872802734375,0.5819692015647888,0.0208113994449377,0.8366217613220215
transformer_blocks.14.attn.to_q_control.bias,transformer_blocks.14.attn,1536,0.8680750727653503,5.095048427581787,0.0171768981963396,0.5483887195587158
transformer_blocks.14.attn.to_q_control.weight,transformer_blocks.14.attn,2359296,37.30024719238281,1.1426780223846436,0.0192939322441816,0.6124672889709473
transformer_blocks.14.attn.to_v.bias,transformer_blocks.14.attn,1536,0.4280376136302948,0.7303301692008972,0.0078566242009401,0.7365129590034485
transformer_blocks.14.attn.to_v.weight,transformer_blocks.14.attn,2359296,37.0880126953125,0.4504744410514831,0.0191211961209774,0.8949472904205322
transformer_blocks.14.attn.to_v_control.bias,transformer_blocks.14.attn,1536,0.39403036236763,0.812368631362915,0.0078202439472079,0.7827284336090088
transformer_blocks.14.attn.to_v_control.weight,transformer_blocks.14.attn,2359296,29.263648986816406,0.9784492254257202,0.0151397055014967,0.6178287267684937
transformer_blocks.14.ff.control_conv.bias,transformer_blocks.14.ff,6144,1.9353680610656736,0.7968228459358215,0.0195758491754531,0.6708228588104248
transformer_blocks.14.ff.control_conv.weight,transformer_blocks.14.ff,55296,7.651703834533691,0.6956939101219177,0.0253157317638397,0.8038125038146973
transformer_blocks.14.ff.net.0.proj.bias,transformer_blocks.14.ff,6144,1.021609663963318,0.3246424198150635,0.01034995354712,0.9469959139823914
transformer_blocks.14.ff.net.0.proj.weight,transformer_blocks.14.ff,9437184,80.02201080322266,0.5599033832550049,0.0206777323037385,0.8465735912322998
transformer_blocks.14.ff.net.2.bias,transformer_blocks.14.ff,1536,0.4493176937103271,0.4929437637329101,0.0072166929021477,0.9259358048439026
transformer_blocks.14.ff.net.2.weight,transformer_blocks.14.ff,9437184,77.66354370117188,0.5670483708381653,0.0200724098831415,0.8454475998878479
transformer_blocks.14.ff_context.net.0.proj.bias,transformer_blocks.14.ff_context,6144,0.6840764284133911,0.2701971232891083,0.0066862083040177,0.9681857228279114
transformer_blocks.14.ff_context.net.0.proj.weight,transformer_blocks.14.ff_context,9437184,74.69039916992188,0.5596776008605957,0.0193208064883947,0.8483957648277283
transformer_blocks.14.ff_context.net.2.bias,transformer_blocks.14.ff_context,1536,0.3444274067878723,0.4172492027282715,0.0066379583440721,0.9324639439582824
transformer_blocks.14.ff_context.net.2.weight,transformer_blocks.14.ff_context,9437184,71.56388092041016,0.5313984751701355,0.0184609908610582,0.8620072603225708
transformer_blocks.14.norm1.linear.bias,transformer_blocks.14.norm1,9216,1.7026110887527466,0.2272913008928299,0.0122393388301134,0.9842019081115724
transformer_blocks.14.norm1.linear.weight,transformer_blocks.14.norm1,14155776,26.18048095703125,0.5772103071212769,0.00340321008116,0.8314728140830994
transformer_blocks.14.norm1_context.linear.bias,transformer_blocks.14.norm1_context,9216,4.237575054168701,0.1916867643594741,0.0276393201202154,0.992863953113556
transformer_blocks.14.norm1_context.linear.weight,transformer_blocks.14.norm1_context,14155776,21.7837028503418,0.2824798822402954,0.0018771854229271,0.9646111130714417
transformer_blocks.15.attn.add_k_proj.bias,transformer_blocks.15.attn,1536,1.0059332847595217,0.7205596566200256,0.0191809609532356,0.8724444508552551
transformer_blocks.15.attn.add_k_proj.weight,transformer_blocks.15.attn,2359296,41.75465393066406,0.6308771967887878,0.0216423850506544,0.8087741136550903
transformer_blocks.15.attn.add_q_proj.bias,transformer_blocks.15.attn,1536,0.9028800129890442,0.3586851358413696,0.0180964451283216,0.938446581363678
transformer_blocks.15.attn.add_q_proj.weight,transformer_blocks.15.attn,2359296,38.54770278930664,0.6455990076065063,0.0199893936514854,0.8042722940444946
transformer_blocks.15.attn.add_v_proj.bias,transformer_blocks.15.attn,1536,0.3801600039005279,0.4496161043643951,0.0074762981384992,0.8958686590194702
transformer_blocks.15.attn.add_v_proj.weight,transformer_blocks.15.attn,2359296,39.49712753295898,0.5344971418380737,0.0204200930893421,0.8543721437454224
transformer_blocks.15.attn.norm_added_k.weight,transformer_blocks.15.attn,64,0.4530274569988251,0.0457553602755069,0.0459812059998512,0.999525249004364
transformer_blocks.15.attn.norm_added_q.weight,transformer_blocks.15.attn,64,0.6214036345481873,0.0643442273139953,0.0608747452497482,0.9979568719863892
transformer_blocks.15.attn.norm_k.weight,transformer_blocks.15.attn,64,1.6628648042678833,0.1490022242069244,0.1517365127801895,0.9888395667076112
transformer_blocks.15.attn.norm_q.weight,transformer_blocks.15.attn,64,1.813542127609253,0.1601106524467468,0.2044766545295715,0.9949857592582704
transformer_blocks.15.attn.to_add_out.bias,transformer_blocks.15.attn,1536,0.3340062201023102,0.620039165019989,0.0062499139457941,0.8740584254264832
transformer_blocks.15.attn.to_add_out.weight,transformer_blocks.15.attn,2359296,35.799652099609375,0.4292029440402984,0.018515208736062,0.904236137866974
transformer_blocks.15.attn.to_k.bias,transformer_blocks.15.attn,1536,1.412458062171936,1.131349802017212,0.0244654044508934,0.6660147905349731
transformer_blocks.15.attn.to_k.weight,transformer_blocks.15.attn,2359296,41.25008392333984,0.6280872225761414,0.0213290993124246,0.8132804036140442
transformer_blocks.15.attn.to_k_control.bias,transformer_blocks.15.attn,1536,0.0,0.0,0.0,0.0
transformer_blocks.15.attn.to_k_control.weight,transformer_blocks.15.attn,2359296,0.0,0.0,0.0,0.0
transformer_blocks.15.attn.to_out.0.bias,transformer_blocks.15.attn,1536,0.477936178445816,0.4188457131385803,0.0078295497223734,0.9509402513504028
transformer_blocks.15.attn.to_out.0.weight,transformer_blocks.15.attn,2359296,36.37741088867188,0.4942567348480224,0.0187978707253932,0.8767063617706299
transformer_blocks.15.attn.to_out_control.bias,transformer_blocks.15.attn,1536,0.8320666551589966,1.3087152242660522,0.0158307757228612,0.5425006151199341
transformer_blocks.15.attn.to_out_control.weight,transformer_blocks.15.attn,2359296,39.063743591308594,0.9276453256607056,0.0201590489596128,0.6853318214416504
transformer_blocks.15.attn.to_q.bias,transformer_blocks.15.attn,1536,0.7046927213668823,0.3229494988918304,0.013500478118658,0.9472107887268066
transformer_blocks.15.attn.to_q.weight,transformer_blocks.15.attn,2359296,40.618125915527344,0.5917548537254333,0.0210164058953523,0.8312849998474121
transformer_blocks.15.attn.to_q_control.bias,transformer_blocks.15.attn,1536,0.8726652264595032,4.085165500640869,0.0171009507030248,0.6013100743293762
transformer_blocks.15.attn.to_q_control.weight,transformer_blocks.15.attn,2359296,37.98624420166016,1.1696149110794067,0.0196756049990654,0.6034756898880005
transformer_blocks.15.attn.to_v.bias,transformer_blocks.15.attn,1536,0.3438493609428406,0.621952474117279,0.0069629251956939,0.783061146736145
transformer_blocks.15.attn.to_v.weight,transformer_blocks.15.attn,2359296,37.7640380859375,0.4574391841888428,0.0194537416100502,0.8926665186882019
transformer_blocks.15.attn.to_v_control.bias,transformer_blocks.15.attn,1536,0.4753377139568329,1.025296926498413,0.0095370188355445,0.6258366107940674
transformer_blocks.15.attn.to_v_control.weight,transformer_blocks.15.attn,2359296,30.66172981262207,1.0584444999694824,0.0158823821693658,0.5995733141899109
transformer_blocks.15.ff.control_conv.bias,transformer_blocks.15.ff,6144,2.050294876098633,0.8143029808998108,0.0207377672195434,0.6605728268623352
transformer_blocks.15.ff.control_conv.weight,transformer_blocks.15.ff,55296,7.772474765777588,0.6419599056243896,0.0253270249813795,0.8451105952262878
transformer_blocks.15.ff.net.0.proj.bias,transformer_blocks.15.ff,6144,1.0207741260528564,0.3959530293941498,0.0102065689861774,0.9333763718605042
transformer_blocks.15.ff.net.0.proj.weight,transformer_blocks.15.ff,9437184,80.31912994384766,0.5691715478897095,0.0207518637180328,0.8418695330619812
transformer_blocks.15.ff.net.2.bias,transformer_blocks.15.ff,1536,0.4181441962718963,0.4400907456874847,0.0069170137867331,0.931188464164734
transformer_blocks.15.ff.net.2.weight,transformer_blocks.15.ff,9437184,77.7842788696289,0.5819597840309143,0.020082363858819,0.8383733630180359
transformer_blocks.15.ff_context.net.0.proj.bias,transformer_blocks.15.ff_context,6144,0.5952173471450806,0.7694029211997986,0.0055084428749978,0.8855187296867371
transformer_blocks.15.ff_context.net.0.proj.weight,transformer_blocks.15.ff_context,9437184,30.77497100830078,0.5663502216339111,0.0072393086738884,0.8480035662651062
transformer_blocks.15.ff_context.net.2.bias,transformer_blocks.15.ff_context,1536,0.1192476898431778,0.6341526508331299,0.0006919269217178,0.8981427550315857
transformer_blocks.15.ff_context.net.2.weight,transformer_blocks.15.ff_context,9437184,9.12920379638672,0.2518674433231354,0.0017740265466272,0.9737310409545898
transformer_blocks.15.norm1.linear.bias,transformer_blocks.15.norm1,9216,1.7653145790100098,0.2389084696769714,0.0128557784482836,0.9837275147438048
transformer_blocks.15.norm1.linear.weight,transformer_blocks.15.norm1,14155776,25.010385513305664,0.5879477858543396,0.0032113050110638,0.8237070441246033
transformer_blocks.15.norm1_context.linear.bias,transformer_blocks.15.norm1_context,9216,3.5320067405700684,0.2119439840316772,0.0212103445082902,0.9953077435493468
transformer_blocks.15.norm1_context.linear.weight,transformer_blocks.15.norm1_context,14155776,16.1064510345459,0.2778777480125427,0.0012363524874672,0.970371663570404
transformer_blocks.16.attn.add_k_proj.bias,transformer_blocks.16.attn,1536,0.982239544391632,0.5826143622398376,0.0183234587311744,0.8805651068687439
transformer_blocks.16.attn.add_k_proj.weight,transformer_blocks.16.attn,2359296,41.064300537109375,0.6131089925765991,0.0212349686771631,0.8136893510818481
transformer_blocks.16.attn.add_q_proj.bias,transformer_blocks.16.attn,1536,0.810697615146637,0.3805142641067505,0.0162258893251419,0.9334304332733154
transformer_blocks.16.attn.add_q_proj.weight,transformer_blocks.16.attn,2359296,37.65061950683594,0.6327263712882996,0.0195189286023378,0.8103480935096741
transformer_blocks.16.attn.add_v_proj.bias,transformer_blocks.16.attn,1536,0.416004866361618,0.5429732799530029,0.0079036233946681,0.8540011644363403
transformer_blocks.16.attn.add_v_proj.weight,transformer_blocks.16.attn,2359296,37.99001693725586,0.5769352912902832,0.019590513780713,0.8325488567352295
transformer_blocks.16.attn.norm_added_k.weight,transformer_blocks.16.attn,64,0.4144503772258758,0.0441377200186252,0.0401031598448753,0.9991782307624816
transformer_blocks.16.attn.norm_added_q.weight,transformer_blocks.16.attn,64,0.4218028485774994,0.0448778271675109,0.043523009866476,0.9992454051971436
transformer_blocks.16.attn.norm_k.weight,transformer_blocks.16.attn,64,2.04163146018982,0.176081508398056,0.2209272235631942,0.9969692230224608
transformer_blocks.16.attn.norm_q.weight,transformer_blocks.16.attn,64,3.772446632385254,0.3315782845020294,0.4588146507740021,0.998531937599182
transformer_blocks.16.attn.to_add_out.bias,transformer_blocks.16.attn,1536,0.3672782778739929,0.4472737312316894,0.0069923540577292,0.916348934173584
transformer_blocks.16.attn.to_add_out.weight,transformer_blocks.16.attn,2359296,35.39649200439453,0.4372712969779968,0.0182969663292169,0.9004616737365723
transformer_blocks.16.attn.to_k.bias,transformer_blocks.16.attn,1536,1.7142980098724363,1.3517096042633057,0.0248486399650573,0.5921145677566528
transformer_blocks.16.attn.to_k.weight,transformer_blocks.16.attn,2359296,44.999290466308594,0.7076578736305237,0.0229738149791955,0.7639853358268738
transformer_blocks.16.attn.to_k_control.bias,transformer_blocks.16.attn,1536,0.0,0.0,0.0,0.0
transformer_blocks.16.attn.to_k_control.weight,transformer_blocks.16.attn,2359296,0.0,0.0,0.0,0.0
transformer_blocks.16.attn.to_out.0.bias,transformer_blocks.16.attn,1536,0.5396690964698792,0.4424600601196289,0.0093380538746714,0.938734769821167
transformer_blocks.16.attn.to_out.0.weight,transformer_blocks.16.attn,2359296,38.394561767578125,0.5271207690238953,0.0197729803621768,0.8597356081008911
transformer_blocks.16.attn.to_out_control.bias,transformer_blocks.16.attn,1536,0.934368133544922,1.5162264108657837,0.0183814149349927,0.4771788418292999
transformer_blocks.16.attn.to_out_control.weight,transformer_blocks.16.attn,2359296,40.40987014770508,0.9403286576271056,0.0208532642573118,0.6780852675437927
transformer_blocks.16.attn.to_q.bias,transformer_blocks.16.attn,1536,0.7657492160797119,0.4233352541923523,0.0142377503216266,0.9291444420814514
transformer_blocks.16.attn.to_q.weight,transformer_blocks.16.attn,2359296,43.53260803222656,0.6578201651573181,0.0223425924777984,0.7933459877967834
transformer_blocks.16.attn.to_q_control.bias,transformer_blocks.16.attn,1536,0.9708322882652284,4.542248725891113,0.0189600586891174,0.5176904201507568
transformer_blocks.16.attn.to_q_control.weight,transformer_blocks.16.attn,2359296,37.3642578125,1.1568138599395752,0.0193236656486988,0.6126476526260376
transformer_blocks.16.attn.to_v.bias,transformer_blocks.16.attn,1536,0.3658160269260406,0.779804527759552,0.0073767947033047,0.6444162130355835
transformer_blocks.16.attn.to_v.weight,transformer_blocks.16.attn,2359296,38.77110290527344,0.4512808620929718,0.0198902320116758,0.8947531580924988
transformer_blocks.16.attn.to_v_control.bias,transformer_blocks.16.attn,1536,0.4349190592765808,0.9950146079063416,0.0086925374343991,0.6246474385261536
transformer_blocks.16.attn.to_v_control.weight,transformer_blocks.16.attn,2359296,32.99583435058594,1.091919183731079,0.0170072335749864,0.5833138823509216
transformer_blocks.16.ff.control_conv.bias,transformer_blocks.16.ff,6144,2.1370174884796143,0.6804116368293762,0.0214313566684722,0.7502522468566895
transformer_blocks.16.ff.control_conv.weight,transformer_blocks.16.ff,55296,7.806901931762695,0.5910479426383972,0.0250398758798837,0.8700094223022461
transformer_blocks.16.ff.net.0.proj.bias,transformer_blocks.16.ff,6144,1.1443254947662354,0.440418004989624,0.0114783747121691,0.908597469329834
transformer_blocks.16.ff.net.0.proj.weight,transformer_blocks.16.ff,9437184,79.51368713378906,0.5720825791358948,0.0205154567956924,0.8409649133682251
transformer_blocks.16.ff.net.2.bias,transformer_blocks.16.ff,1536,0.424235850572586,0.428520530462265,0.0066180182620882,0.927720546722412
transformer_blocks.16.ff.net.2.weight,transformer_blocks.16.ff,9437184,78.81343078613281,0.6022423505783081,0.0203155241906642,0.8289036750793457
transformer_blocks.16.ff_context.net.0.proj.bias,transformer_blocks.16.ff_context,6144,0.7485918402671814,0.3059490621089935,0.0074242679402232,0.9602634310722352
transformer_blocks.16.ff_context.net.0.proj.weight,transformer_blocks.16.ff_context,9437184,75.06643676757812,0.5888631939888,0.0194298215210437,0.8348933458328247
transformer_blocks.16.ff_context.net.2.bias,transformer_blocks.16.ff_context,1536,0.3967995345592499,0.565068244934082,0.0077331326901912,0.865363359451294
transformer_blocks.16.ff_context.net.2.weight,transformer_blocks.16.ff_context,9437184,72.34588623046875,0.4912349879741668,0.0187009368091821,0.8789268136024475
transformer_blocks.16.norm1.linear.bias,transformer_blocks.16.norm1,9216,1.683194637298584,0.2061641812324524,0.0118610961362719,0.9877696633338928
transformer_blocks.16.norm1.linear.weight,transformer_blocks.16.norm1,14155776,26.250703811645508,0.5814774632453918,0.003285355400294,0.8306902647018433
transformer_blocks.16.norm1_context.linear.bias,transformer_blocks.16.norm1_context,9216,4.614559173583984,0.1633458882570266,0.0311091337352991,0.9964685440063475
transformer_blocks.16.norm1_context.linear.weight,transformer_blocks.16.norm1_context,14155776,21.304658889770508,0.227759763598442,0.0016991582233458,0.9812862277030944
transformer_blocks.17.attn.add_k_proj.bias,transformer_blocks.17.attn,1536,1.029560685157776,0.4907872676849365,0.017814140766859,0.8942188620567322
transformer_blocks.17.attn.add_k_proj.weight,transformer_blocks.17.attn,2359296,42.110538482666016,0.6596677899360657,0.0217439550906419,0.7903180122375488
transformer_blocks.17.attn.add_q_proj.bias,transformer_blocks.17.attn,1536,0.8070799708366394,0.3664903044700622,0.0161153934895992,0.9353302121162416
transformer_blocks.17.attn.add_q_proj.weight,transformer_blocks.17.attn,2359296,36.93367004394531,0.6557218432426453,0.0191244985908269,0.7998404502868652
transformer_blocks.17.attn.add_v_proj.bias,transformer_blocks.17.attn,1536,0.4672628045082092,0.6095808744430542,0.0083011668175458,0.8374892473220825
transformer_blocks.17.attn.add_v_proj.weight,transformer_blocks.17.attn,2359296,39.51696395874024,0.6145660877227783,0.0203639827668666,0.8141047358512878
transformer_blocks.17.attn.norm_added_k.weight,transformer_blocks.17.attn,64,0.2952058017253876,0.0310576017946004,0.0302190091460943,0.999549150466919
transformer_blocks.17.attn.norm_added_q.weight,transformer_blocks.17.attn,64,0.5470274090766907,0.0580032654106617,0.0514295175671577,0.9988691210746764
transformer_blocks.17.attn.norm_k.weight,transformer_blocks.17.attn,64,1.2216778993606567,0.102690503001213,0.0922759175300598,0.9948434829711914
transformer_blocks.17.attn.norm_q.weight,transformer_blocks.17.attn,64,2.152608633041382,0.1828037500381469,0.2542566657066345,0.9978434443473816
transformer_blocks.17.attn.to_add_out.bias,transformer_blocks.17.attn,1536,0.3270813524723053,0.5321179032325745,0.0063779428601264,0.8807738423347473
transformer_blocks.17.attn.to_add_out.weight,transformer_blocks.17.attn,2359296,34.26823806762695,0.4615396559238434,0.0176427755504846,0.8900728821754456
transformer_blocks.17.attn.to_k.bias,transformer_blocks.17.attn,1536,1.6699718236923218,0.9566218852996826,0.0278709437698125,0.5309336185455322
transformer_blocks.17.attn.to_k.weight,transformer_blocks.17.attn,2359296,42.981544494628906,0.6703932881355286,0.0220253262668848,0.793845534324646
