key,group,numel,B_l2_delta,B_l2_ratio,B_mad,B_cos
context_embedder.bias,context_embedder.bias,1536,0.0,0.0,0.0,1.0
context_embedder.weight,context_embedder.weight,6291456,0.0,0.0,0.0,1.0000001192092896
norm_out.linear.bias,norm_out.linear.bias,3072,0.0,0.0,0.0,1.0
norm_out.linear.weight,norm_out.linear.weight,4718592,0.0,0.0,0.0,1.0
pos_embed.pos_embed,pos_embed.pos_embed,226492416,0.0,0.0,0.0,0.9999957084655762
pos_embed.proj.bias,pos_embed.proj.bias,1536,0.0,0.0,0.0,1.0000001192092896
pos_embed.proj.weight,pos_embed.proj.weight,98304,0.0,0.0,0.0,1.0
proj_out.bias,proj_out.bias,64,0.0,0.0,0.0,0.9999998807907104
proj_out.weight,proj_out.weight,98304,0.0,0.0,0.0,1.0000001192092896
time_text_embed.text_embedder.linear_1.bias,time_text_embed.text_embedder.linear_1,1536,0.0,0.0,0.0,1.0
time_text_embed.text_embedder.linear_1.weight,time_text_embed.text_embedder.linear_1,3145728,0.0,0.0,0.0,1.0000001192092896
time_text_embed.text_embedder.linear_2.bias,time_text_embed.text_embedder.linear_2,1536,0.0,0.0,0.0,1.0
time_text_embed.text_embedder.linear_2.weight,time_text_embed.text_embedder.linear_2,2359296,0.0,0.0,0.0,1.0000001192092896
time_text_embed.timestep_embedder.linear_1.bias,time_text_embed.timestep_embedder.linear_1,1536,0.0,0.0,0.0,1.0
time_text_embed.timestep_embedder.linear_1.weight,time_text_embed.timestep_embedder.linear_1,393216,0.0,0.0,0.0,1.000000238418579
time_text_embed.timestep_embedder.linear_2.bias,time_text_embed.timestep_embedder.linear_2,1536,0.0,0.0,0.0,1.0
time_text_embed.timestep_embedder.linear_2.weight,time_text_embed.timestep_embedder.linear_2,2359296,0.0,0.0,0.0,1.0000001192092896
transformer_blocks.0.attn.add_k_proj.bias,transformer_blocks.0.attn,1536,1.7657281160354614,0.5825516581535339,0.0336818024516105,0.8843233585357666
transformer_blocks.0.attn.add_k_proj.weight,transformer_blocks.0.attn,2359296,28.774269104003903,0.4634475111961365,0.0146848494186997,0.8872835040092468
transformer_blocks.0.attn.add_q_proj.bias,transformer_blocks.0.attn,1536,1.0435123443603516,0.3761760890483856,0.0207118708640337,0.92739337682724
transformer_blocks.0.attn.add_q_proj.weight,transformer_blocks.0.attn,2359296,34.66691970825195,0.5595560669898987,0.0178433898836374,0.8407682180404663
transformer_blocks.0.attn.add_v_proj.bias,transformer_blocks.0.attn,1536,0.5772742629051208,0.6847946643829346,0.0110182762145996,0.7501935362815857
transformer_blocks.0.attn.add_v_proj.weight,transformer_blocks.0.attn,2359296,25.49541664123535,0.5038400888442993,0.0130752809345722,0.8657114505767822
transformer_blocks.0.attn.norm_added_k.weight,transformer_blocks.0.attn,64,1.6937869787216189,0.2153491526842117,0.2102126479148864,0.9994584321975708
transformer_blocks.0.attn.norm_added_q.weight,transformer_blocks.0.attn,64,1.5157862901687622,0.192192941904068,0.1872390210628509,0.999339997768402
transformer_blocks.0.attn.norm_k.weight,transformer_blocks.0.attn,64,1.667535424232483,0.1918367892503738,0.1880490928888321,0.9939190149307252
transformer_blocks.0.attn.norm_q.weight,transformer_blocks.0.attn,64,1.067217230796814,0.1261478513479232,0.1258569359779358,0.9989022612571716
transformer_blocks.0.attn.to_add_out.bias,transformer_blocks.0.attn,1536,0.6104961037635803,0.5497170090675354,0.0120363188907504,0.8397879004478455
transformer_blocks.0.attn.to_add_out.weight,transformer_blocks.0.attn,2359296,30.370590209960938,0.5022957921028137,0.0156458411365747,0.8673484921455383
transformer_blocks.0.attn.to_k.bias,transformer_blocks.0.attn,1536,1.3686881065368652,0.4516122043132782,0.0249376147985458,0.8981359004974365
transformer_blocks.0.attn.to_k.weight,transformer_blocks.0.attn,2359296,24.955883026123047,0.4964215159416199,0.0119534851983189,0.871183454990387
transformer_blocks.0.attn.to_k_control.bias,transformer_blocks.0.attn,1536,0.0,0.0,0.0,0.0
transformer_blocks.0.attn.to_k_control.weight,transformer_blocks.0.attn,2359296,0.0,0.0,0.0,0.0
transformer_blocks.0.attn.to_out.0.bias,transformer_blocks.0.attn,1536,0.5002043843269348,1.0125515460968018,0.0070989718660712,0.7961589694023132
transformer_blocks.0.attn.to_out.0.weight,transformer_blocks.0.attn,2359296,21.97661018371582,0.6354572176933289,0.0104175554588437,0.7920865416526794
transformer_blocks.0.attn.to_out_control.bias,transformer_blocks.0.attn,1536,0.9205028414726256,0.7305870652198792,0.0151328854262828,0.7308029532432556
transformer_blocks.0.attn.to_out_control.weight,transformer_blocks.0.attn,2359296,29.92328643798828,0.6641347408294678,0.0136669725179672,0.7524393200874329
transformer_blocks.0.attn.to_q.bias,transformer_blocks.0.attn,1536,0.9477680325508118,0.3784953355789184,0.0174741372466087,0.9256502389907836
transformer_blocks.0.attn.to_q.weight,transformer_blocks.0.attn,2359296,19.93364143371582,0.485248863697052,0.0092823738232254,0.8760212063789368
transformer_blocks.0.attn.to_q_control.bias,transformer_blocks.0.attn,1536,0.8793814778327942,1.5038492679595947,0.0164978597313165,0.7299385070800781
transformer_blocks.0.attn.to_q_control.weight,transformer_blocks.0.attn,2359296,19.857460021972656,0.6270111799240112,0.0091259414330124,0.8331244587898254
transformer_blocks.0.attn.to_v.bias,transformer_blocks.0.attn,1536,0.4439194202423095,0.5030965805053711,0.0084785548970103,0.8642312288284302
transformer_blocks.0.attn.to_v.weight,transformer_blocks.0.attn,2359296,27.491893768310547,0.5556865334510803,0.0136209996417164,0.8328897953033447
transformer_blocks.0.attn.to_v_control.bias,transformer_blocks.0.attn,1536,0.6430396437644958,2.965590000152588,0.0119814220815896,0.2738218605518341
transformer_blocks.0.attn.to_v_control.weight,transformer_blocks.0.attn,2359296,22.47076988220215,1.1001769304275513,0.011142075061798,0.4517882168292999
transformer_blocks.0.attn2.add_k_proj.bias,transformer_blocks.0.attn2,1536,0.0,0.0,0.0,1.0
transformer_blocks.0.attn2.add_k_proj.weight,transformer_blocks.0.attn2,2359296,0.0,0.0,0.0,1.0
transformer_blocks.0.attn2.add_q_proj.bias,transformer_blocks.0.attn2,1536,0.0,0.0,0.0,0.9999998211860656
transformer_blocks.0.attn2.add_q_proj.weight,transformer_blocks.0.attn2,2359296,0.0,0.0,0.0,1.0
transformer_blocks.0.attn2.add_v_proj.bias,transformer_blocks.0.attn2,1536,0.0,0.0,0.0,1.0000001192092896
transformer_blocks.0.attn2.add_v_proj.weight,transformer_blocks.0.attn2,2359296,0.0,0.0,0.0,0.9999997615814208
transformer_blocks.0.attn2.norm_added_k.weight,transformer_blocks.0.attn2,64,0.0,0.0,0.0,1.0
transformer_blocks.0.attn2.norm_added_q.weight,transformer_blocks.0.attn2,64,0.0,0.0,0.0,1.0
transformer_blocks.0.attn2.norm_k.weight,transformer_blocks.0.attn2,64,1.6703916788101196,0.1935882419347763,0.201432779431343,0.9978484511375428
transformer_blocks.0.attn2.norm_q.weight,transformer_blocks.0.attn2,64,1.593684434890747,0.1884098649024963,0.1969169676303863,0.9994356036186218
transformer_blocks.0.attn2.to_add_out.bias,transformer_blocks.0.attn2,1536,0.0,0.0,0.0,1.0
transformer_blocks.0.attn2.to_add_out.weight,transformer_blocks.0.attn2,2359296,0.0,0.0,0.0,1.0000001192092896
transformer_blocks.0.attn2.to_k.bias,transformer_blocks.0.attn2,1536,1.5753686428070068,0.522739827632904,0.0313212424516677,0.8586856722831726
transformer_blocks.0.attn2.to_k.weight,transformer_blocks.0.attn2,2359296,21.46068572998047,0.4293456375598907,0.0100520048290491,0.9031644463539124
transformer_blocks.0.attn2.to_k_control.bias,transformer_blocks.0.attn2,1536,0.0,0.0,0.0,0.0
transformer_blocks.0.attn2.to_k_control.weight,transformer_blocks.0.attn2,2359296,0.0,0.0,0.0,0.0
transformer_blocks.0.attn2.to_out.0.bias,transformer_blocks.0.attn2,1536,0.4911151230335235,2.9143552780151367,0.0068186642602086,0.2542755007743835
transformer_blocks.0.attn2.to_out.0.weight,transformer_blocks.0.attn2,2359296,11.133145332336426,0.9561163187026978,0.0049111470580101,0.6070338487625122
transformer_blocks.0.attn2.to_out_control.bias,transformer_blocks.0.attn2,1536,0.478217601776123,0.4122739434242248,0.0085284961387515,0.917583465576172
transformer_blocks.0.attn2.to_out_control.weight,transformer_blocks.0.attn2,2359296,24.317012786865234,0.5020248293876648,0.0105609567835927,0.8855260610580444
transformer_blocks.0.attn2.to_q.bias,transformer_blocks.0.attn2,1536,1.3095850944519043,0.5261408090591431,0.0265459269285202,0.856591522693634
transformer_blocks.0.attn2.to_q.weight,transformer_blocks.0.attn2,2359296,15.73891544342041,0.3842613101005554,0.0073477677069604,0.9244531393051147
transformer_blocks.0.attn2.to_q_control.bias,transformer_blocks.0.attn2,1536,0.6975902318954468,2.11979079246521,0.0131867956370115,0.778678297996521
transformer_blocks.0.attn2.to_q_control.weight,transformer_blocks.0.attn2,2359296,16.861085891723633,0.613792896270752,0.0080292783677577,0.8535234928131104
transformer_blocks.0.attn2.to_v.bias,transformer_blocks.0.attn2,1536,0.6946792006492615,0.7888916730880737,0.0132333282381296,0.7125576138496399
transformer_blocks.0.attn2.to_v.weight,transformer_blocks.0.attn2,2359296,23.66561508178711,0.4792978167533874,0.0116236014291644,0.8949583768844604
transformer_blocks.0.attn2.to_v_control.bias,transformer_blocks.0.attn2,1536,0.5451676249504089,1.9269517660140991,0.0095150619745254,0.3552303612232208
transformer_blocks.0.attn2.to_v_control.weight,transformer_blocks.0.attn2,2359296,21.558298110961918,1.0974115133285522,0.0103586381301283,0.2732981443405151
transformer_blocks.0.ff.control_conv.bias,transformer_blocks.0.ff,6144,1.7828779220581057,1.2161484956741333,0.0203985795378685,0.1684077233076095
transformer_blocks.0.ff.control_conv.weight,transformer_blocks.0.ff,55296,5.275594711303711,0.7439333200454712,0.016764547675848,0.699865460395813
transformer_blocks.0.ff.net.0.proj.bias,transformer_blocks.0.ff,6144,0.7544135451316833,0.4610052406787872,0.0063136140815913,0.9124653339385986
transformer_blocks.0.ff.net.0.proj.weight,transformer_blocks.0.ff,9437184,35.19975662231445,0.4746361970901489,0.0082288002595305,0.882379412651062
transformer_blocks.0.ff.net.2.bias,transformer_blocks.0.ff,1536,0.4962624907493591,0.9209503531455994,0.0087732030078768,0.7039431929588318
transformer_blocks.0.ff.net.2.weight,transformer_blocks.0.ff,9437184,41.71103286743164,0.5300775766372681,0.0101123470813035,0.8577672839164734
transformer_blocks.0.ff_context.net.0.proj.bias,transformer_blocks.0.ff_context,6144,1.2535278797149658,0.6110916137695312,0.0128795048221945,0.8374749422073364
transformer_blocks.0.ff_context.net.0.proj.weight,transformer_blocks.0.ff_context,9437184,68.75577545166016,0.4369107782840729,0.0174626819789409,0.9000511765480042
transformer_blocks.0.ff_context.net.2.bias,transformer_blocks.0.ff_context,1536,0.5350297093391418,0.3902904689311981,0.0105957519263029,0.9212490320205688
transformer_blocks.0.ff_context.net.2.weight,transformer_blocks.0.ff_context,9437184,60.976051330566406,0.4108203947544098,0.015336818061769,0.9117169976234436
transformer_blocks.0.norm1.linear.bias,transformer_blocks.0.norm1,13824,2.0183258056640625,0.5545995831489563,0.0104061346501111,0.8489689230918884
transformer_blocks.0.norm1.linear.weight,transformer_blocks.0.norm1,21233664,32.9200553894043,0.6179701089859009,0.0035028983838856,0.8100029826164246
transformer_blocks.0.norm1_context.linear.bias,transformer_blocks.0.norm1_context,9216,1.4024453163146973,0.4354528486728668,0.0099179726094007,0.9005529284477234
transformer_blocks.0.norm1_context.linear.weight,transformer_blocks.0.norm1_context,14155776,28.63608932495117,0.3142399489879608,0.0047011100687086,0.9536898732185364
transformer_blocks.1.attn.add_k_proj.bias,transformer_blocks.1.attn,1536,1.2037872076034546,0.3525427281856537,0.0234399437904357,0.93638676404953
transformer_blocks.1.attn.add_k_proj.weight,transformer_blocks.1.attn,2359296,18.25236320495605,0.3872319459915161,0.0089112175628542,0.9223117232322692
transformer_blocks.1.attn.add_q_proj.bias,transformer_blocks.1.attn,1536,1.4545375108718872,0.8255163431167603,0.0264354757964611,0.7550959587097168
transformer_blocks.1.attn.add_q_proj.weight,transformer_blocks.1.attn,2359296,25.28700256347656,0.5061830282211304,0.012483081780374,0.8659061193466187
transformer_blocks.1.attn.add_v_proj.bias,transformer_blocks.1.attn,1536,0.662287175655365,0.5549529194831848,0.0127042895182967,0.8514573574066162
transformer_blocks.1.attn.add_v_proj.weight,transformer_blocks.1.attn,2359296,15.49675178527832,0.4857149720191955,0.0077778985723853,0.8743483424186707
transformer_blocks.1.attn.norm_added_k.weight,transformer_blocks.1.attn,64,1.84855055809021,0.2317385971546173,0.2281475663185119,0.9988496899604796
transformer_blocks.1.attn.norm_added_q.weight,transformer_blocks.1.attn,64,1.9071227312088013,0.2447060644626617,0.2198425978422165,0.9916492104530334
transformer_blocks.1.attn.norm_k.weight,transformer_blocks.1.attn,64,3.524336099624634,0.3035152852535248,0.4032323360443115,0.9556936025619508
transformer_blocks.1.attn.norm_q.weight,transformer_blocks.1.attn,64,1.6612234115600586,0.1374969631433487,0.1656170189380645,0.990894854068756
transformer_blocks.1.attn.to_add_out.bias,transformer_blocks.1.attn,1536,0.4494976103305816,0.4774866700172424,0.0089486110955476,0.8791323900222778
transformer_blocks.1.attn.to_add_out.weight,transformer_blocks.1.attn,2359296,21.39829635620117,0.433810830116272,0.0107417274266481,0.901133954524994
transformer_blocks.1.attn.to_k.bias,transformer_blocks.1.attn,1536,3.5619900226593018,1.0304244756698608,0.054354541003704,0.6873767375946045
transformer_blocks.1.attn.to_k.weight,transformer_blocks.1.attn,2359296,33.05849838256836,0.6361814141273499,0.0136665981262922,0.8133274912834167
transformer_blocks.1.attn.to_k_control.bias,transformer_blocks.1.attn,1536,0.0,0.0,0.0,0.0
transformer_blocks.1.attn.to_k_control.weight,transformer_blocks.1.attn,2359296,0.0,0.0,0.0,0.0
transformer_blocks.1.attn.to_out.0.bias,transformer_blocks.1.attn,1536,0.761601984500885,1.094595432281494,0.0122134936973452,0.6236904263496399
transformer_blocks.1.attn.to_out.0.weight,transformer_blocks.1.attn,2359296,31.74776840209961,0.595709502696991,0.0159806404262781,0.8286845088005066
transformer_blocks.1.attn.to_out_control.bias,transformer_blocks.1.attn,1536,0.622943639755249,0.7624610066413879,0.0107716079801321,0.7423104643821716
transformer_blocks.1.attn.to_out_control.weight,transformer_blocks.1.attn,2359296,30.237943649291992,0.8122445344924927,0.0150182647630572,0.734646201133728
transformer_blocks.1.attn.to_q.bias,transformer_blocks.1.attn,1536,1.8355501890182493,0.5385306477546692,0.026828110218048,0.8675392270088196
transformer_blocks.1.attn.to_q.weight,transformer_blocks.1.attn,2359296,30.78333282470703,0.5371275544166565,0.0137367397546768,0.8511189222335815
transformer_blocks.1.attn.to_q_control.bias,transformer_blocks.1.attn,1536,1.1399928331375122,1.6203577518463137,0.017554759979248,0.7147745490074158
transformer_blocks.1.attn.to_q_control.weight,transformer_blocks.1.attn,2359296,27.9219970703125,0.8830506801605225,0.0129736317321658,0.7501082420349121
transformer_blocks.1.attn.to_v.bias,transformer_blocks.1.attn,1536,0.2442810088396072,0.4808263182640075,0.0047474652528762,0.8768254518508911
transformer_blocks.1.attn.to_v.weight,transformer_blocks.1.attn,2359296,26.675615310668945,0.539544403553009,0.0125160366296768,0.8427485823631287
transformer_blocks.1.attn.to_v_control.bias,transformer_blocks.1.attn,1536,0.5363121032714844,1.9573918581008911,0.0105483084917068,0.3581938445568084
transformer_blocks.1.attn.to_v_control.weight,transformer_blocks.1.attn,2359296,21.33986091613769,1.352409601211548,0.0105345817282795,0.5264599323272705
transformer_blocks.1.attn2.add_k_proj.bias,transformer_blocks.1.attn2,1536,0.0,0.0,0.0,0.9999998807907104
transformer_blocks.1.attn2.add_k_proj.weight,transformer_blocks.1.attn2,2359296,0.0,0.0,0.0,1.0000001192092896
transformer_blocks.1.attn2.add_q_proj.bias,transformer_blocks.1.attn2,1536,0.0,0.0,0.0,1.0000001192092896
transformer_blocks.1.attn2.add_q_proj.weight,transformer_blocks.1.attn2,2359296,0.0,0.0,0.0,1.0000001192092896
transformer_blocks.1.attn2.add_v_proj.bias,transformer_blocks.1.attn2,1536,0.0,0.0,0.0,0.9999998807907104
transformer_blocks.1.attn2.add_v_proj.weight,transformer_blocks.1.attn2,2359296,0.0,0.0,0.0,0.9999999403953552
transformer_blocks.1.attn2.norm_added_k.weight,transformer_blocks.1.attn2,64,0.0,0.0,0.0,1.0
transformer_blocks.1.attn2.norm_added_q.weight,transformer_blocks.1.attn2,64,0.0,0.0,0.0,1.0
transformer_blocks.1.attn2.norm_k.weight,transformer_blocks.1.attn2,64,1.9373565912246704,0.1823117583990097,0.1721611320972442,0.9868724942207336
transformer_blocks.1.attn2.norm_q.weight,transformer_blocks.1.attn2,64,0.7687527537345886,0.0708895623683929,0.0681331753730773,0.9984345436096193
transformer_blocks.1.attn2.to_add_out.bias,transformer_blocks.1.attn2,1536,0.0,0.0,0.0,1.0000001192092896
transformer_blocks.1.attn2.to_add_out.weight,transformer_blocks.1.attn2,2359296,0.0,0.0,0.0,1.0
transformer_blocks.1.attn2.to_k.bias,transformer_blocks.1.attn2,1536,3.107705354690552,0.905325412750244,0.0598242692649364,0.732063889503479
transformer_blocks.1.attn2.to_k.weight,transformer_blocks.1.attn2,2359296,26.36150360107422,0.5089188814163208,0.0124963140115141,0.8702096939086914
transformer_blocks.1.attn2.to_k_control.bias,transformer_blocks.1.attn2,1536,0.0,0.0,0.0,0.0
transformer_blocks.1.attn2.to_k_control.weight,transformer_blocks.1.attn2,2359296,0.0,0.0,0.0,0.0
transformer_blocks.1.attn2.to_out.0.bias,transformer_blocks.1.attn2,1536,0.7410665154457092,3.2153937816619877,0.0120593309402465,0.2434811145067215
transformer_blocks.1.attn2.to_out.0.weight,transformer_blocks.1.attn2,2359296,27.07566261291504,1.5006072521209717,0.0136508010327816,0.4415569007396698
transformer_blocks.1.attn2.to_out_control.bias,transformer_blocks.1.attn2,1536,0.8107867240905762,0.8119487166404724,0.0145337088033556,0.7003074288368225
transformer_blocks.1.attn2.to_out_control.weight,transformer_blocks.1.attn2,2359296,29.97090148925781,0.7040647268295288,0.0149585371837019,0.7596389651298523
transformer_blocks.1.attn2.to_q.bias,transformer_blocks.1.attn2,1536,1.957512736320496,0.573411762714386,0.0397187396883964,0.854956328868866
transformer_blocks.1.attn2.to_q.weight,transformer_blocks.1.attn2,2359296,22.15408134460449,0.3871655166149139,0.0100650014355778,0.9220491647720336
transformer_blocks.1.attn2.to_q_control.bias,transformer_blocks.1.attn2,1536,1.132164478302002,2.872810125350952,0.0209888331592082,0.7406924366950989
transformer_blocks.1.attn2.to_q_control.weight,transformer_blocks.1.attn2,2359296,23.551572799682617,0.7794123888015747,0.011743270792067,0.7861818671226501
transformer_blocks.1.attn2.to_v.bias,transformer_blocks.1.attn2,1536,0.3357488214969635,0.6590755581855774,0.0067529045045375,0.7583956122398376
transformer_blocks.1.attn2.to_v.weight,transformer_blocks.1.attn2,2359296,24.43055725097656,0.4942481219768524,0.0118654239922761,0.8772053122520447
transformer_blocks.1.attn2.to_v_control.bias,transformer_blocks.1.attn2,1536,0.4354608952999115,1.871823072433472,0.0087393168359994,0.3656426072120666
transformer_blocks.1.attn2.to_v_control.weight,transformer_blocks.1.attn2,2359296,23.133882522583008,0.8432562947273254,0.0118037117645144,0.6457341313362122
transformer_blocks.1.ff.control_conv.bias,transformer_blocks.1.ff,6144,3.244605541229248,1.4513131380081177,0.0352660790085792,0.4288820326328277
transformer_blocks.1.ff.control_conv.weight,transformer_blocks.1.ff,55296,10.313526153564451,0.8092639446258545,0.0340386405587196,0.7986433506011963
transformer_blocks.1.ff.net.0.proj.bias,transformer_blocks.1.ff,6144,1.0660386085510254,0.4880312979221344,0.0089164841920137,0.90681254863739
transformer_blocks.1.ff.net.0.proj.weight,transformer_blocks.1.ff,9437184,58.76923370361328,0.4883326590061188,0.0146681172773242,0.8776866793632507
transformer_blocks.1.ff.net.2.bias,transformer_blocks.1.ff,1536,0.5621358156204224,0.6229655146598816,0.0098090469837188,0.8432340025901794
transformer_blocks.1.ff.net.2.weight,transformer_blocks.1.ff,9437184,55.890907287597656,0.4709413349628448,0.0141779016703367,0.8852123618125916
transformer_blocks.1.ff_context.net.0.proj.bias,transformer_blocks.1.ff_context,6144,0.9775639176368712,0.3193856179714203,0.0098769832402467,0.9479147791862488
transformer_blocks.1.ff_context.net.0.proj.weight,transformer_blocks.1.ff_context,9437184,38.79667663574219,0.3292931020259857,0.009177591651678,0.9468269348144532
transformer_blocks.1.ff_context.net.2.bias,transformer_blocks.1.ff_context,1536,0.4389393925666809,0.3521354794502258,0.0088193714618682,0.9364336133003236
transformer_blocks.1.ff_context.net.2.weight,transformer_blocks.1.ff_context,9437184,32.515132904052734,0.3468620479106903,0.0075433095917105,0.940104067325592
transformer_blocks.1.norm1.linear.bias,transformer_blocks.1.norm1,13824,2.393611431121826,0.7080405950546265,0.0122877117246389,0.7532756328582764
transformer_blocks.1.norm1.linear.weight,transformer_blocks.1.norm1,21233664,35.3466682434082,0.6534926295280457,0.0036021494306623,0.7940790057182312
transformer_blocks.1.norm1_context.linear.bias,transformer_blocks.1.norm1_context,9216,1.3108041286468506,0.3801211416721344,0.0091019822284579,0.9249383807182312
transformer_blocks.1.norm1_context.linear.weight,transformer_blocks.1.norm1_context,14155776,21.08049201965332,0.2356451451778412,0.0032545190770179,0.981036901473999
transformer_blocks.10.attn.add_k_proj.bias,transformer_blocks.10.attn,1536,0.9230309128761292,0.5085856318473816,0.0183787569403648,0.9107593894004822
transformer_blocks.10.attn.add_k_proj.weight,transformer_blocks.10.attn,2359296,40.76336669921875,0.5625588297843933,0.0211082175374031,0.8412664532661438
transformer_blocks.10.attn.add_q_proj.bias,transformer_blocks.10.attn,1536,0.9249334931373596,0.3367885053157806,0.0185377430170774,0.9440418481826782
transformer_blocks.10.attn.add_q_proj.weight,transformer_blocks.10.attn,2359296,38.58563995361328,0.5761530995368958,0.0199992135167121,0.8367061018943787
transformer_blocks.10.attn.add_v_proj.bias,transformer_blocks.10.attn,1536,0.4172865450382232,0.339769959449768,0.0081220474094152,0.9421172142028807
transformer_blocks.10.attn.add_v_proj.weight,transformer_blocks.10.attn,2359296,39.396671295166016,0.4994065761566162,0.0203315559774637,0.8709951043128967
transformer_blocks.10.attn.norm_added_k.weight,transformer_blocks.10.attn,64,0.8173549771308899,0.083590067923069,0.0998287126421928,0.9998130202293396
transformer_blocks.10.attn.norm_added_q.weight,transformer_blocks.10.attn,64,0.7335603833198547,0.076523520052433,0.0861301720142364,0.999580979347229
transformer_blocks.10.attn.norm_k.weight,transformer_blocks.10.attn,64,0.580420970916748,0.0525241643190383,0.0590823367238044,0.9986376166343688
transformer_blocks.10.attn.norm_q.weight,transformer_blocks.10.attn,64,0.6494138240814209,0.0574095025658607,0.065354973077774,0.9992901086807252
transformer_blocks.10.attn.to_add_out.bias,transformer_blocks.10.attn,1536,0.330089658498764,0.1755142956972122,0.0064298724755644,0.985460638999939
transformer_blocks.10.attn.to_add_out.weight,transformer_blocks.10.attn,2359296,38.08126068115234,0.4610207974910736,0.0196830071508884,0.8909393548965454
transformer_blocks.10.attn.to_k.bias,transformer_blocks.10.attn,1536,1.4456294775009155,0.8139098882675171,0.0279579125344753,0.7022077441215515
transformer_blocks.10.attn.to_k.weight,transformer_blocks.10.attn,2359296,39.807273864746094,0.5679664611816406,0.0206140559166669,0.843448281288147
transformer_blocks.10.attn.to_k_control.bias,transformer_blocks.10.attn,1536,0.0,0.0,0.0,0.0
transformer_blocks.10.attn.to_k_control.weight,transformer_blocks.10.attn,2359296,0.0,0.0,0.0,0.0
transformer_blocks.10.attn.to_out.0.bias,transformer_blocks.10.attn,1536,0.5363057255744934,0.3365399539470672,0.0096632894128561,0.9645811319351196
transformer_blocks.10.attn.to_out.0.weight,transformer_blocks.10.attn,2359296,34.99070739746094,0.4659173786640167,0.0180656835436821,0.8900051712989807
transformer_blocks.10.attn.to_out_control.bias,transformer_blocks.10.attn,1536,0.5831824541091919,0.8902879357337952,0.0114093944430351,0.6488820314407349
transformer_blocks.10.attn.to_out_control.weight,transformer_blocks.10.attn,2359296,36.84905624389648,0.9199396967887878,0.0188933853060007,0.6706393361091614
transformer_blocks.10.attn.to_q.bias,transformer_blocks.10.attn,1536,0.7455986142158508,0.263456791639328,0.0148980980738997,0.9663429260253906
transformer_blocks.10.attn.to_q.weight,transformer_blocks.10.attn,2359296,39.783424377441406,0.5472164154052734,0.020609475672245,0.8521251678466797
transformer_blocks.10.attn.to_q_control.bias,transformer_blocks.10.attn,1536,0.7894856333732605,5.185211658477783,0.01593011431396,0.4188084900379181
transformer_blocks.10.attn.to_q_control.weight,transformer_blocks.10.attn,2359296,33.17744064331055,1.0019471645355225,0.0171688180416822,0.6508837938308716
transformer_blocks.10.attn.to_v.bias,transformer_blocks.10.attn,1536,0.3498316407203674,0.6076664328575134,0.007099803071469,0.81718510389328
transformer_blocks.10.attn.to_v.weight,transformer_blocks.10.attn,2359296,35.50165939331055,0.4324316680431366,0.0182990562170743,0.90408194065094
transformer_blocks.10.attn.to_v_control.bias,transformer_blocks.10.attn,1536,0.3527831733226776,0.8866174221038818,0.0071011921390891,0.6918709874153137
transformer_blocks.10.attn.to_v_control.weight,transformer_blocks.10.attn,2359296,29.673444747924805,0.9994248747825624,0.0153825255110859,0.5692592859268188
transformer_blocks.10.attn2.add_k_proj.bias,transformer_blocks.10.attn2,1536,0.0,0.0,0.0,0.9999998211860656
transformer_blocks.10.attn2.add_k_proj.weight,transformer_blocks.10.attn2,2359296,0.0,0.0,0.0,1.0
transformer_blocks.10.attn2.add_q_proj.bias,transformer_blocks.10.attn2,1536,0.0,0.0,0.0,1.0000001192092896
transformer_blocks.10.attn2.add_q_proj.weight,transformer_blocks.10.attn2,2359296,0.0,0.0,0.0,0.9999998807907104
transformer_blocks.10.attn2.add_v_proj.bias,transformer_blocks.10.attn2,1536,0.0,0.0,0.0,1.0
transformer_blocks.10.attn2.add_v_proj.weight,transformer_blocks.10.attn2,2359296,0.0,0.0,0.0,0.9999999403953552
transformer_blocks.10.attn2.norm_added_k.weight,transformer_blocks.10.attn2,64,0.0,0.0,0.0,1.0
transformer_blocks.10.attn2.norm_added_q.weight,transformer_blocks.10.attn2,64,0.0,0.0,0.0,1.0
transformer_blocks.10.attn2.norm_k.weight,transformer_blocks.10.attn2,64,0.8680344223976135,0.0824179723858833,0.0902433395385742,0.998510241508484
transformer_blocks.10.attn2.norm_q.weight,transformer_blocks.10.attn2,64,0.5570911169052124,0.0520451888442039,0.0583806075155735,0.9989669919013976
transformer_blocks.10.attn2.to_add_out.bias,transformer_blocks.10.attn2,1536,0.0,0.0,0.0,1.0000001192092896
transformer_blocks.10.attn2.to_add_out.weight,transformer_blocks.10.attn2,2359296,0.0,0.0,0.0,1.0
transformer_blocks.10.attn2.to_k.bias,transformer_blocks.10.attn2,1536,1.2033703327178955,0.6720943450927734,0.0240605436265468,0.7735017538070679
transformer_blocks.10.attn2.to_k.weight,transformer_blocks.10.attn2,2359296,35.15650939941406,0.5021573901176453,0.0180784855037927,0.8685369491577148
transformer_blocks.10.attn2.to_k_control.bias,transformer_blocks.10.attn2,1536,0.0,0.0,0.0,0.0
transformer_blocks.10.attn2.to_k_control.weight,transformer_blocks.10.attn2,2359296,0.0,0.0,0.0,0.0
transformer_blocks.10.attn2.to_out.0.bias,transformer_blocks.10.attn2,1536,0.5497841835021973,1.047413945198059,0.0093982517719268,0.6227051615715027
transformer_blocks.10.attn2.to_out.0.weight,transformer_blocks.10.attn2,2359296,34.19016647338867,1.338389277458191,0.0175713002681732,0.5043299794197083
